Poisonous,Cap-shape,Cap-surface,Cap-color,Bruises,Odor,Gill-attachment,Gill-spacing,Gill-size,Gill-color,Stalk-shape,Stalk-root,Stalk-surface-above-ring,Stalk-surface-below-ring,Stalk-color-above-ring,Stalk-color-below-ring,Veil-type,Veil-color,Ring-number,Ring-type,Spore-print-color,Population,Habitat,epsilon
e,c,y,r,t,f,f,w,n,r,e,b,s,y,b,g,p,w,o,p,o,c,p,2.0
e,f,f,c,f,y,a,w,b,u,e,r,f,f,y,y,p,o,o,f,r,a,d,2.0
p,k,y,n,f,n,f,c,n,k,e,e,s,f,n,g,p,n,t,e,b,y,l,2.0
p,k,s,g,t,l,a,w,n,o,e,r,f,s,y,g,p,y,o,p,k,a,d,2.0
e,f,g,r,t,c,f,c,n,u,t,r,s,y,y,o,p,y,n,p,k,s,u,2.0
e,x,y,e,f,f,a,c,n,u,e,b,y,y,e,e,p,o,t,e,o,a,w,2.0
p,s,g,u,t,m,f,c,n,h,e,b,s,f,o,p,p,o,t,f,r,v,d,2.0
e,c,s,b,t,c,a,w,b,b,e,c,f,s,w,e,p,y,t,f,w,s,d,2.0
p,b,g,c,f,c,a,w,b,e,t,c,s,k,w,p,p,y,t,p,h,c,p,2.0
p,c,f,g,f,a,f,c,n,o,e,c,s,k,y,g,p,o,t,l,h,a,m,2.0
p,c,g,e,t,a,f,w,b,y,t,b,f,f,y,o,p,o,t,p,y,n,g,2.0
e,f,y,b,t,n,f,w,n,r,t,?,y,s,w,n,p,w,n,n,u,n,w,2.0
e,x,y,c,f,n,f,c,b,w,e,b,k,s,n,c,p,w,n,l,o,y,p,2.0
p,f,s,u,t,a,a,c,n,g,t,?,k,k,g,p,p,o,t,l,h,c,u,2.0
e,f,f,p,f,y,a,c,n,o,t,b,k,y,p,g,p,y,t,e,b,c,u,2.0
e,c,s,p,f,n,a,w,n,n,e,c,k,k,b,e,p,n,t,l,o,a,u,2.0
p,k,f,n,t,s,a,c,n,w,t,b,s,k,p,y,p,n,n,e,b,y,w,2.0
p,b,f,r,f,l,f,w,n,n,t,b,y,y,g,b,p,y,n,f,b,v,g,2.0
p,c,f,c,t,m,a,w,b,h,t,e,s,s,b,y,p,n,t,p,n,a,m,2.0
p,x,f,g,f,a,a,c,b,e,e,b,y,f,b,g,p,y,o,e,n,y,m,2.0
p,c,s,g,t,p,a,c,b,e,e,r,k,f,g,w,p,y,n,f,b,v,p,2.0
p,b,s,n,f,n,f,c,b,w,e,r,f,s,g,w,p,o,n,p,k,s,w,2.0
p,c,g,g,t,s,a,w,b,w,e,c,s,s,w,o,p,o,o,n,b,a,l,2.0
p,b,g,g,t,s,f,c,b,n,t,e,s,y,b,b,p,y,t,p,b,s,w,2.0
p,s,s,e,f,m,f,c,n,p,e,c,y,y,w,n,p,w,o,l,h,a,p,2.0
p,k,g,n,f,n,a,w,b,p,e,r,f,s,n,p,p,n,n,l,o,s,m,2.0
p,x,g,g,f,s,f,w,b,r,t,r,s,s,o,e,p,o,t,p,w,y,g,2.0
p,b,s,g,t,m,a,c,b,g,t,?,y,k,y,o,p,n,o,l,u,n,g,2.0
e,k,y,c,t,a,a,c,n,b,t,r,y,s,b,c,p,y,o,p,b,c,g,2.0
p,k,g,g,t,f,f,c,n,b,e,e,s,y,e,w,p,n,t,f,w,a,l,2.0
e,x,y,p,f,a,f,c,b,o,e,b,y,k,c,g,p,n,n,e,r,y,u,2.0
e,x,f,c,f,m,a,c,b,e,e,e,f,f,e,g,p,n,o,n,u,y,u,2.0
e,f,f,g,t,a,a,c,n,o,e,e,s,k,p,w,p,n,t,p,k,n,l,2.0
e,b,f,u,f,n,a,w,b,b,e,r,k,s,n,w,p,o,t,l,n,c,d,2.0
e,c,f,n,f,p,f,w,n,h,e,e,y,k,o,c,p,y,o,f,b,n,d,2.0
p,k,g,u,f,f,f,w,n,k,e,r,k,y,g,c,p,y,n,n,w,c,g,2.0
p,k,f,e,f,y,a,w,n,k,t,?,y,s,g,c,p,y,t,e,h,y,d,2.0
p,k,g,c,t,s,f,w,n,b,e,b,f,y,c,g,p,y,n,p,b,a,p,2.0
e,k,s,p,t,n,f,c,n,k,e,e,k,k,y,y,p,n,t,l,y,c,u,2.0
e,x,y,e,t,n,f,c,n,b,e,b,y,s,n,p,p,w,n,l,w,c,p,2.0
p,b,g,r,f,s,a,w,n,y,e,r,y,s,g,n,p,w,o,f,h,v,m,2.0
p,k,f,y,f,c,a,c,n,g,t,b,f,s,e,w,p,o,o,e,w,s,l,2.0
e,s,s,r,f,c,a,c,n,y,e,c,y,f,w,g,p,n,o,e,n,n,m,2.0
p,b,s,n,f,c,f,w,b,p,t,b,y,s,n,b,p,n,n,l,r,v,p,2.0
p,f,s,p,t,f,f,c,n,g,t,r,k,s,c,g,p,n,n,p,r,n,l,2.0
e,s,s,g,t,m,a,c,b,k,e,?,k,y,g,p,p,y,n,f,r,s,w,2.0
e,x,s,r,f,f,a,w,n,w,e,b,y,s,c,o,p,o,n,n,r,a,g,2.0
p,x,g,u,t,a,a,w,n,w,t,?,k,s,n,w,p,y,t,f,y,c,g,2.0
e,f,f,e,f,a,a,c,n,u,t,r,y,k,c,c,p,n,o,n,u,n,g,2.0
p,b,g,g,f,n,f,w,b,o,e,e,y,s,c,e,p,o,n,p,r,y,g,2.0
p,f,s,u,f,y,a,c,n,b,e,b,k,y,y,o,p,w,t,l,k,c,w,2.0
p,k,f,w,t,f,f,w,n,n,t,e,k,y,o,e,p,w,t,f,k,s,l,2.0
e,f,g,u,f,m,f,w,b,r,t,?,k,k,g,e,p,y,o,n,o,s,d,2.0
e,s,s,u,f,s,f,c,n,b,t,e,k,s,g,n,p,o,o,l,r,n,l,2.0
e,x,f,p,t,p,f,c,b,o,t,r,k,f,b,g,p,o,n,n,h,n,m,2.0
p,b,y,e,t,y,a,c,b,h,t,e,f,k,e,y,p,y,o,n,r,y,u,2.0
e,f,f,g,t,a,f,c,n,r,e,?,k,y,c,o,p,o,n,p,w,n,u,2.0
e,f,f,e,t,y,f,w,n,r,t,e,k,y,w,c,p,y,n,l,r,n,l,2.0
p,k,f,e,f,p,a,w,b,k,e,?,k,s,p,w,p,n,n,l,o,c,p,2.0
e,c,y,u,t,n,f,w,n,y,t,e,s,s,b,b,p,w,o,n,w,y,u,2.0
e,b,s,c,t,c,f,w,b,o,e,e,k,k,p,w,p,o,n,f,w,c,d,2.0
e,x,y,p,f,n,a,c,n,y,e,b,y,k,w,y,p,y,t,f,b,s,p,2.0
e,f,f,p,t,f,a,c,n,p,t,c,k,s,n,o,p,o,t,n,h,y,w,2.0
p,c,f,y,t,p,a,w,n,b,e,b,y,y,b,e,p,n,o,p,n,y,p,2.0
e,x,y,p,f,m,a,c,b,o,e,e,y,f,e,w,p,y,t,l,h,y,g,2.0
p,c,g,c,t,l,a,w,b,r,t,?,f,s,n,y,p,y,t,n,r,s,d,2.0
p,k,g,g,t,a,f,w,b,y,e,?,f,s,n,c,p,w,t,l,y,s,u,2.0
p,x,y,w,f,n,f,w,b,k,t,b,k,s,o,b,p,w,t,p,y,y,l,2.0
e,f,g,y,f,a,f,c,n,g,t,?,s,f,o,c,p,y,t,f,r,v,g,2.0
p,b,g,w,t,s,a,w,n,w,e,b,y,k,g,n,p,y,o,n,h,a,g,2.0
e,s,f,c,t,s,f,c,n,r,t,?,y,f,b,y,p,y,t,l,h,c,p,2.0
e,s,y,e,t,y,a,c,n,y,t,e,k,k,g,w,p,o,t,f,w,s,m,2.0
p,x,f,b,f,m,f,w,b,h,e,r,f,s,n,b,p,y,o,n,k,v,l,2.0
e,k,g,n,t,c,a,c,n,n,e,c,f,f,y,g,p,y,t,l,o,c,u,2.0
e,x,g,b,t,f,f,c,b,y,t,c,f,k,p,o,p,y,n,p,h,a,p,2.0
p,c,f,g,t,s,f,c,n,r,t,e,k,s,b,p,p,y,n,n,h,v,p,2.0
e,b,g,p,t,a,f,w,b,p,e,c,f,k,n,y,p,y,t,f,w,a,p,2.0
e,k,s,p,t,y,a,w,n,o,t,e,k,f,e,n,p,y,o,l,h,y,m,2.0
e,k,g,r,t,y,f,w,n,u,e,c,y,k,y,o,p,o,n,l,r,n,m,2.0
e,f,f,r,f,c,f,w,n,h,e,b,f,s,w,n,p,w,t,n,r,n,u,2.0
e,s,f,g,t,l,f,c,n,b,e,r,y,f,n,g,p,w,t,n,h,n,l,2.0
p,x,f,y,t,m,a,c,n,b,e,c,y,y,n,c,p,o,t,f,h,s,w,2.0
p,x,g,p,f,a,f,c,n,n,e,r,f,k,o,e,p,w,o,l,o,y,d,2.0
e,b,y,n,f,m,a,w,b,r,t,r,f,k,o,n,p,n,t,f,r,a,l,2.0
p,f,f,r,f,f,a,w,n,k,e,r,f,s,n,b,p,y,o,p,n,a,m,2.0
e,f,f,r,f,l,a,w,n,g,e,e,y,y,b,n,p,w,o,e,n,y,p,2.0
p,f,y,g,f,m,a,w,n,n,e,b,f,y,y,n,p,o,o,p,o,s,u,2.0
p,k,s,r,f,n,a,c,n,g,t,c,y,k,b,y,p,w,n,e,o,v,m,2.0
p,k,s,y,f,a,f,w,n,o,t,b,f,k,g,b,p,y,n,l,w,v,g,2.0
p,f,f,e,t,a,f,c,n,y,t,c,s,f,g,b,p,w,o,n,k,s,m,2.0
e,f,s,p,f,s,f,w,b,k,t,r,s,y,g,c,p,w,n,n,r,s,p,2.0
p,s,s,b,f,p,a,w,n,y,t,b,y,s,b,e,p,n,t,e,u,c,m,2.0
p,b,f,r,f,c,f,c,b,u,t,c,s,s,c,o,p,o,n,f,u,a,u,2.0
e,f,s,p,f,f,f,c,b,y,t,c,f,y,e,g,p,w,o,e,b,n,l,2.0
p,c,y,u,f,m,f,c,n,e,t,b,k,f,n,c,p,n,t,p,y,n,w,2.0
p,b,f,c,f,n,f,w,n,r,t,e,k,y,p,o,p,w,n,l,o,s,l,2.0
e,x,g,u,t,l,f,w,n,b,t,c,s,s,g,g,p,o,o,f,h,s,m,2.0
e,c,g,p,f,n,a,w,n,p,t,r,f,k,w,w,p,w,o,e,w,n,l,2.0
p,x,s,u,f,p,f,w,b,n,t,?,k,y,g,g,p,o,n,f,b,v,d,2.0
e,x,s,g,f,s,a,w,n,n,e,b,f,f,n,e,p,y,o,n,b,v,g,2.0
e,k,y,p,f,m,a,w,b,g,e,c,f,s,y,g,p,n,o,e,r,c,l,2.0
e,s,g,c,t,a,f,w,n,b,e,r,k,s,o,p,p,y,t,p,b,y,p,2.0
e,x,f,u,t,c,f,w,b,y,t,?,y,k,b,p,p,y,t,e,r,a,u,2.0
p,f,y,w,f,n,a,w,b,r,e,c,y,s,e,p,p,o,t,n,o,n,m,2.0
e,x,g,w,t,s,a,c,n,w,e,e,s,f,b,g,p,n,o,f,k,y,d,2.0
e,k,s,u,f,f,a,w,b,r,e,r,k,k,o,w,p,n,n,n,o,s,p,2.0
p,b,s,e,t,c,f,w,b,r,t,?,f,y,n,b,p,n,n,e,y,c,m,2.0
e,k,s,r,t,f,f,w,n,k,t,c,y,s,c,e,p,w,t,f,u,v,m,2.0
e,s,g,n,f,l,f,w,n,n,t,c,f,k,n,y,p,o,n,p,k,c,w,2.0
e,c,f,c,f,c,a,w,n,p,e,c,f,k,b,p,p,w,o,e,w,c,l,2.0
p,k,s,e,t,p,a,w,n,y,e,r,s,s,p,y,p,n,o,f,u,c,p,2.0
p,b,f,e,f,p,a,c,b,n,t,?,k,f,g,b,p,y,o,l,w,c,d,2.0
p,b,g,u,t,l,f,c,b,o,e,r,k,f,p,g,p,n,t,l,u,n,l,2.0
p,f,s,p,t,s,f,w,b,o,t,r,s,f,n,g,p,w,o,l,o,a,m,2.0
p,k,f,c,t,c,a,c,b,g,t,e,f,s,w,b,p,o,n,e,k,y,m,2.0
e,b,g,r,f,y,a,w,n,b,t,b,f,y,o,e,p,w,n,e,r,s,w,2.0
p,b,y,y,t,m,a,w,n,u,t,c,f,y,c,e,p,o,n,l,w,n,w,2.0
e,s,f,w,f,s,f,w,b,n,e,?,f,y,o,w,p,w,n,l,o,n,w,2.0
p,s,s,r,t,a,f,c,n,w,e,e,s,f,b,p,p,n,t,l,w,v,m,2.0
e,c,f,w,t,a,a,c,n,g,e,c,k,s,e,y,p,n,o,l,r,c,g,2.0
e,b,s,r,t,c,a,w,n,b,e,e,k,y,g,c,p,o,t,f,h,n,m,2.0
e,x,s,w,f,y,a,c,b,u,t,r,y,y,y,n,p,y,t,p,u,n,l,2.0
e,f,f,e,t,y,f,c,n,n,t,e,s,y,g,y,p,n,o,n,r,y,d,2.0
p,b,f,e,f,l,f,c,b,h,t,r,y,k,p,p,p,o,n,f,r,c,u,2.0
e,c,y,b,f,m,a,c,n,p,t,e,f,f,g,n,p,y,o,e,k,v,p,2.0
e,k,f,c,f,m,f,w,n,u,t,b,s,s,n,o,p,o,o,l,b,s,u,2.0
e,f,g,p,f,s,f,w,n,n,e,e,f,k,e,w,p,n,o,f,u,a,g,2.0
p,f,y,y,t,n,f,c,b,u,e,e,s,s,n,b,p,n,o,e,o,c,m,2.0
e,b,s,w,f,c,f,c,b,p,e,b,s,k,p,o,p,y,n,p,r,a,d,2.0
p,s,y,w,t,p,a,w,n,o,t,r,f,s,n,p,p,n,o,e,h,v,l,2.0
e,k,g,b,f,p,f,c,n,n,e,b,s,s,w,n,p,w,t,n,r,n,p,2.0
e,x,f,b,t,n,f,w,b,k,e,r,k,f,y,n,p,n,t,p,w,v,w,2.0
e,s,s,u,f,p,a,w,n,k,e,e,k,s,p,w,p,y,n,l,y,n,u,2.0
e,k,f,c,t,f,a,c,n,b,e,b,s,s,w,g,p,y,o,f,k,a,u,2.0
e,b,y,c,f,s,f,w,n,w,t,?,s,y,n,w,p,y,o,f,k,s,g,2.0
e,c,s,p,t,y,a,w,n,w,e,c,k,y,g,g,p,w,o,l,o,a,u,2.0
p,c,y,r,t,n,a,c,b,b,e,?,y,f,w,w,p,w,n,l,n,a,g,2.0
e,f,s,u,f,c,f,c,b,r,e,r,y,k,p,c,p,w,o,f,r,s,m,2.0
e,x,f,p,t,s,a,c,n,o,e,b,s,y,b,w,p,y,n,l,h,v,w,2.0
p,c,s,n,f,m,f,w,b,p,t,?,y,y,b,g,p,n,t,p,b,v,g,2.0
p,f,s,c,t,n,a,c,b,o,e,r,y,s,n,e,p,o,t,l,r,y,m,2.0
p,b,y,g,f,f,a,c,b,u,t,r,y,f,e,e,p,o,t,l,r,v,w,2.0
p,s,y,b,f,m,a,w,b,p,t,b,f,k,e,w,p,y,o,p,b,a,d,2.0
p,s,g,u,t,m,f,w,n,o,e,?,y,f,e,o,p,w,n,p,y,v,g,2.0
e,f,s,e,t,c,f,w,b,e,e,b,k,s,n,c,p,w,n,p,n,c,m,2.0
p,f,s,e,f,y,f,w,n,k,t,?,s,k,o,c,p,n,n,n,r,v,g,2.0
p,s,g,w,t,s,f,c,b,p,e,?,y,s,w,e,p,y,o,f,u,s,g,2.0
e,x,g,w,f,l,a,c,n,g,t,b,s,y,b,o,p,o,t,f,o,n,w,2.0
e,k,g,b,t,n,a,w,b,r,t,r,k,k,b,e,p,n,n,l,n,n,u,2.0
p,f,y,b,f,a,a,w,n,b,t,c,y,f,e,p,p,w,t,e,o,c,w,2.0
e,b,f,n,f,n,a,w,n,g,e,b,s,k,e,n,p,o,o,e,r,c,w,2.0
e,s,f,n,f,s,f,c,n,u,t,c,k,y,e,g,p,w,t,l,u,v,m,2.0
p,f,y,w,f,a,f,c,b,n,t,r,f,s,b,n,p,o,n,p,k,c,g,2.0
p,f,g,w,f,f,a,w,b,y,e,e,f,s,e,n,p,n,n,f,b,a,p,2.0
e,s,f,p,t,s,f,w,b,y,t,r,k,f,y,y,p,n,o,n,w,y,p,2.0
e,b,f,b,t,m,a,w,b,n,t,b,y,f,p,g,p,n,n,n,k,c,p,2.0
p,k,y,n,t,p,a,c,b,p,e,c,k,k,g,o,p,o,n,e,w,c,u,2.0
e,s,s,b,t,f,f,w,n,w,e,r,f,f,o,b,p,y,t,e,y,y,m,2.0
e,b,y,b,t,l,a,c,b,h,e,?,s,y,p,c,p,o,n,l,b,y,d,2.0
p,k,s,g,t,y,f,c,b,h,t,e,y,k,w,g,p,w,o,l,u,c,p,2.0
e,s,y,c,t,l,f,c,b,u,t,e,k,y,b,w,p,y,n,n,o,y,m,2.0
e,s,y,w,t,a,f,c,b,e,t,?,y,s,c,p,p,w,n,e,b,a,w,2.0
e,f,y,c,f,y,a,c,n,n,e,b,k,k,o,g,p,y,o,l,b,s,g,2.0
p,c,f,r,t,l,f,w,n,g,t,e,y,y,n,o,p,y,t,n,k,s,p,2.0
p,s,g,g,f,f,f,w,b,r,e,r,s,f,y,p,p,o,o,p,u,a,w,2.0
p,f,s,c,t,s,f,w,b,p,t,c,k,y,y,e,p,n,n,f,n,v,m,2.0
e,x,g,r,t,y,a,w,n,n,t,r,f,s,e,n,p,y,n,l,o,s,p,2.0
e,k,f,r,t,f,f,c,n,b,e,b,f,y,y,o,p,n,t,f,k,v,w,2.0
e,s,s,p,t,a,a,w,b,r,t,c,k,s,e,b,p,n,o,f,r,n,g,2.0
p,s,g,p,t,a,f,c,n,o,t,b,s,k,w,b,p,o,o,l,h,n,w,2.0
p,k,f,u,f,p,a,w,b,k,e,b,y,k,y,p,p,o,n,p,o,a,d,2.0
p,k,g,c,t,c,f,w,b,p,t,?,s,k,b,c,p,n,t,e,n,n,l,2.0
e,f,g,n,f,m,a,c,n,g,e,b,k,s,b,y,p,y,o,e,n,c,w,2.0
p,b,s,c,t,p,f,w,b,o,t,b,f,f,w,p,p,o,t,p,o,s,p,2.0
e,f,y,y,t,c,f,w,b,g,e,?,s,k,n,b,p,o,o,f,k,a,u,2.0
e,x,y,e,f,s,f,w,n,e,e,?,f,s,c,y,p,w,t,n,o,y,l,2.0
p,f,f,c,t,m,f,w,n,h,t,c,f,k,c,b,p,y,n,e,y,v,w,2.0
e,c,f,r,f,y,f,w,b,u,e,?,y,s,p,g,p,w,n,p,h,c,m,2.0
p,k,s,u,f,y,a,c,b,n,e,e,f,k,w,c,p,o,t,l,h,c,w,2.0
p,c,y,u,f,n,a,w,n,r,e,c,k,s,g,n,p,w,t,n,n,y,m,2.0
e,x,s,n,f,l,f,w,b,b,t,r,y,y,o,p,p,w,n,n,y,v,g,2.0
p,b,y,y,f,l,f,w,b,w,e,r,k,f,w,g,p,y,o,e,b,a,u,2.0
e,b,g,w,f,n,f,w,n,b,e,r,f,y,p,b,p,w,t,e,k,c,m,2.0
e,f,f,u,t,l,a,c,b,n,t,r,k,f,n,o,p,o,t,n,k,y,m,2.0
p,s,y,p,t,y,a,c,b,p,t,c,y,y,c,e,p,y,t,n,n,s,d,2.0
e,x,y,g,t,a,f,w,n,p,t,b,y,s,b,y,p,o,t,p,r,y,g,2.0
e,k,g,y,f,l,a,w,n,r,e,b,s,k,n,b,p,w,t,l,y,c,p,2.0
e,b,s,w,f,l,f,c,n,e,t,b,f,y,n,g,p,w,o,e,k,a,w,2.0
e,s,y,u,t,s,a,c,b,w,t,b,f,y,w,y,p,y,n,e,o,y,u,2.0
p,s,y,n,t,c,a,c,n,y,e,b,s,y,y,b,p,o,t,e,k,c,m,2.0
p,c,s,c,t,l,a,w,n,g,t,e,k,s,b,g,p,w,o,n,n,v,g,2.0
e,x,s,u,t,f,a,c,b,r,e,c,y,y,w,c,p,o,n,n,o,n,g,2.0
p,b,g,r,t,c,a,w,n,o,e,?,y,s,p,g,p,w,t,p,y,v,g,2.0
p,x,y,p,f,m,f,c,n,o,e,?,k,s,y,b,p,y,t,p,n,n,d,2.0
e,k,y,e,f,s,f,w,b,h,e,e,s,k,g,p,p,o,o,n,h,a,g,2.0
p,s,g,y,f,a,a,c,n,y,e,e,y,f,w,o,p,y,o,p,k,a,d,2.0
p,b,f,u,f,m,a,w,n,p,e,e,f,y,g,y,p,n,o,f,u,n,g,2.0
e,s,g,e,f,p,a,w,n,e,e,r,s,f,c,b,p,y,n,f,o,a,g,2.0
e,k,y,e,t,s,f,w,n,g,t,c,y,k,c,b,p,n,t,l,w,s,u,2.0
p,k,s,g,t,a,f,c,b,g,e,e,s,f,w,g,p,y,n,p,y,v,g,2.0
p,c,s,u,t,y,f,c,b,k,t,?,y,f,w,n,p,o,n,p,k,c,w,2.0
e,b,f,y,f,s,f,w,n,o,t,r,y,f,o,g,p,n,n,f,w,y,p,2.0
p,s,y,b,f,n,a,c,b,u,t,e,s,f,o,b,p,y,t,l,w,a,l,2.0
p,s,g,b,t,a,a,c,n,g,t,b,k,y,y,w,p,n,t,e,b,c,m,2.0
e,b,s,u,f,a,a,c,b,g,t,b,s,f,c,y,p,o,n,n,y,v,g,2.0
p,c,f,p,t,l,f,w,b,u,t,b,s,k,p,c,p,o,n,p,n,a,l,2.0
e,s,f,w,f,p,f,w,n,g,t,b,s,s,e,o,p,y,t,p,h,c,u,2.0
p,k,f,g,t,y,f,w,n,k,e,e,k,k,c,e,p,n,t,f,o,c,p,2.0
e,x,f,c,f,a,a,w,b,o,t,c,s,y,o,w,p,w,o,n,n,a,d,2.0
p,s,g,g,t,f,f,w,b,b,t,c,f,s,b,w,p,n,t,n,o,n,g,2.0
e,x,y,p,t,a,f,w,b,e,e,?,f,y,y,y,p,o,t,p,k,n,m,2.0
p,x,f,w,t,s,a,w,n,h,e,c,y,s,y,o,p,n,t,f,y,c,g,2.0
e,s,f,n,t,m,a,c,b,u,e,b,k,s,c,e,p,n,o,f,y,c,u,2.0
e,k,s,c,t,s,a,c,n,r,e,?,f,s,p,e,p,y,o,e,o,a,p,2.0
e,k,s,y,t,f,a,c,n,y,e,c,y,y,g,c,p,o,n,p,n,y,m,2.0
p,x,s,e,t,y,f,c,n,u,t,c,y,y,c,w,p,n,n,n,y,n,g,2.0
p,b,s,r,t,l,a,c,b,e,t,e,k,y,c,g,p,o,n,e,b,y,p,2.0
p,x,g,u,t,y,a,w,b,w,e,b,f,y,p,n,p,w,n,l,y,c,g,2.0
p,c,f,y,t,s,a,w,b,k,t,b,f,y,y,c,p,n,o,n,k,s,m,2.0
e,x,s,n,t,p,f,c,n,y,e,?,f,f,e,b,p,n,t,f,u,y,m,2.0
p,c,s,g,t,c,a,c,b,p,t,c,y,s,w,e,p,n,o,l,k,s,u,2.0
p,k,s,p,t,a,a,c,b,g,t,e,s,k,b,g,p,n,t,l,r,s,p,2.0
e,f,y,p,t,n,f,c,b,r,t,c,s,y,n,o,p,o,t,l,n,a,l,2.0
p,s,y,y,f,m,f,w,n,u,e,r,y,k,c,w,p,o,o,p,r,y,d,2.0
e,c,s,b,f,p,f,c,b,w,e,c,f,f,e,e,p,n,t,f,w,y,m,2.0
p,x,f,n,f,p,f,c,b,w,e,e,k,f,y,p,p,o,n,f,y,v,u,2.0
p,f,y,n,t,p,a,c,n,k,e,r,s,y,n,n,p,o,o,l,k,n,p,2.0
e,s,f,g,f,s,a,w,b,h,e,r,k,f,b,n,p,o,t,n,n,v,d,2.0
p,b,g,y,f,p,a,c,b,r,e,e,s,y,y,o,p,w,t,p,o,s,l,2.0
p,b,g,e,f,l,a,c,b,h,t,r,k,k,b,p,p,w,o,p,n,y,u,2.0
e,s,g,e,t,m,f,c,b,p,e,e,y,y,n,w,p,y,o,p,u,a,l,2.0
p,c,y,e,t,y,f,w,b,k,e,r,s,f,g,b,p,y,t,l,r,c,g,2.0
e,c,f,u,f,s,f,c,n,w,t,?,f,s,n,o,p,w,n,p,w,v,m,2.0
p,c,g,c,f,n,f,c,n,g,t,?,k,f,g,c,p,n,n,f,n,a,p,2.0
p,b,s,u,f,s,a,w,n,p,t,b,f,y,p,y,p,o,n,f,r,a,m,2.0
p,x,s,u,f,p,a,w,b,h,t,c,f,f,o,w,p,n,t,p,b,n,u,2.0
p,c,g,p,t,l,f,w,n,w,t,e,s,k,w,o,p,y,n,p,r,c,g,2.0
e,s,g,p,f,p,a,w,b,u,t,b,s,k,p,g,p,o,t,f,h,y,m,2.0
p,s,g,r,t,f,a,c,n,g,t,?,s,s,o,y,p,y,o,p,o,a,g,2.0
p,b,f,b,f,a,a,w,n,n,e,e,f,y,p,c,p,y,n,f,h,a,g,2.0
e,s,g,b,t,a,a,w,b,e,t,c,s,y,b,o,p,n,t,l,y,v,l,2.0
p,x,s,p,t,n,f,w,b,n,t,c,k,s,e,g,p,n,o,l,w,n,l,2.0
e,k,s,p,t,p,a,c,b,r,t,b,f,f,w,c,p,o,n,e,w,y,w,2.0
e,k,y,e,t,a,a,w,n,w,e,r,f,k,o,g,p,o,n,n,n,y,d,2.0
e,k,s,e,f,m,a,w,n,b,t,b,s,s,n,c,p,y,t,f,b,y,p,2.0
p,b,f,g,f,l,a,w,b,b,e,?,f,k,p,c,p,y,n,l,r,c,p,2.0
e,s,f,u,t,l,f,c,b,k,e,c,k,f,w,c,p,o,n,p,k,s,u,2.0
p,c,f,y,t,a,a,c,b,w,e,r,s,f,e,b,p,n,t,n,k,s,l,2.0
e,c,f,b,f,a,f,w,n,p,e,b,y,k,e,c,p,o,o,e,k,n,m,2.0
p,c,s,y,f,m,a,c,n,w,t,e,y,y,p,y,p,w,o,n,y,c,u,2.0
e,f,g,g,t,l,a,c,b,g,t,b,f,k,w,y,p,o,o,f,k,v,d,2.0
e,x,f,e,f,l,f,w,b,o,t,?,k,k,p,o,p,w,n,f,o,c,l,2.0
p,c,f,g,f,y,f,c,n,u,t,?,s,y,c,w,p,w,n,n,h,v,m,2.0
e,f,f,e,t,y,f,w,b,r,e,?,f,k,c,p,p,y,t,n,u,v,d,2.0
p,c,s,u,t,y,a,c,b,o,e,c,f,y,g,b,p,y,o,f,r,a,g,2.0
p,s,s,c,f,s,f,w,b,e,t,e,f,s,y,p,p,w,n,l,w,a,p,2.0
e,s,y,y,t,a,f,w,n,b,e,e,s,s,b,p,p,o,o,l,k,s,l,2.0
e,f,y,u,t,y,a,w,b,b,e,b,s,s,c,c,p,w,n,l,r,n,d,2.0
e,s,f,b,t,s,f,w,n,o,e,b,f,s,p,e,p,y,o,f,n,s,l,2.0
p,k,f,u,t,m,f,c,b,k,e,c,y,k,g,w,p,n,o,p,w,y,w,2.0
p,x,g,c,f,s,a,c,b,r,t,r,y,f,y,e,p,o,t,n,b,c,p,2.0
p,s,y,u,t,f,a,c,n,e,e,b,f,f,e,o,p,y,o,f,k,c,g,2.0
p,f,f,c,t,y,f,w,b,u,t,?,k,y,o,g,p,n,t,p,k,v,d,2.0
e,s,s,e,f,s,f,c,n,u,t,r,s,k,b,b,p,y,t,n,h,v,u,2.0
p,s,g,u,f,a,a,c,n,w,e,b,s,y,e,o,p,w,n,f,y,s,l,2.0
e,f,s,u,f,y,f,w,n,n,t,r,s,s,n,c,p,y,o,e,h,s,g,2.0
e,b,s,n,t,a,f,c,b,u,e,b,y,f,y,b,p,y,t,e,n,v,l,2.0
e,f,f,r,f,f,a,c,b,w,t,c,k,y,e,b,p,w,o,p,n,n,l,2.0
p,s,s,r,f,n,f,w,n,g,e,r,s,s,o,w,p,n,o,p,b,y,m,2.0
e,x,f,w,t,n,f,c,b,h,t,r,f,y,e,e,p,n,o,f,h,v,g,2.0
p,b,y,y,t,l,a,c,n,o,e,c,k,f,n,c,p,y,o,f,n,n,w,2.0
e,x,g,p,t,a,f,w,b,g,t,b,y,k,p,e,p,y,o,f,k,c,d,2.0
p,f,s,w,f,a,a,w,b,n,t,c,s,f,e,n,p,o,t,p,h,a,u,2.0
e,c,f,w,f,y,f,c,b,n,e,e,s,y,b,o,p,y,t,p,r,s,w,2.0
p,k,f,p,f,n,f,w,b,e,e,e,s,s,y,e,p,o,n,n,y,y,l,2.0
p,f,f,r,f,m,f,c,b,o,t,e,y,f,w,n,p,n,n,n,k,c,p,2.0
